user_id,total_interacciones,necesidad_principal,canal_preferido,ratio_ruido,clusters_frecuentes,primera_interaccion,ultima_interaccion
USR-00132,10,"Crédito, Personal, Credito, Puedo, Quiero",1,70.00%,"{""Ruido"": 7, ""Crédito, Personal, Credito, Puedo, Quiero"": 2, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",03/08/2025 00:00,20/08/2025 00:00
USR-00133,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",11/10/2025 00:00,11/10/2025 00:00
USR-00134,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",01/08/2025 00:00,01/08/2025 00:00
USR-00135,4,"Meses, 000, Enganche, 60, 36",1,75.00%,"{""Ruido"": 3, ""Meses, 000, Enganche, 60, 36"": 1}",20/10/2025 00:00,20/10/2025 00:00
USR-00136,1,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1}",06/10/2025 00:00,06/10/2025 00:00
USR-00137,3,"Cargo, Reportar, Reconocido, Cómo, Reporte",2,0.00%,"{""Cargo, Reportar, Reconocido, Cómo, Reporte"": 1, ""Débito, Deuda, Debito, Crédito, Si"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",,
USR-00138,3,"Si, Puedo, Quiero, Aparece, Cómo",1,33.33%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 2, ""Ruido"": 1}",07/08/2025 00:00,07/08/2025 00:00
USR-00139,2,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",03/10/2025 00:00,04/10/2025 00:00
USR-00140,4,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Débito, Deuda, Debito, Crédito, Si"": 1, ""Hablar, Asesor, Quiero, Ejecutivo, Puedo"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",07/10/2025 00:00,28/10/2025 00:00
USR-00141,4,"Puedo, Física, Si, Cómo, Solicitar",1,50.00%,"{""Ruido"": 2, ""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",12/09/2025 00:00,12/09/2025 00:00
USR-00142,2,"Puedo, Física, Si, Cómo, Solicitar",1,50.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Ruido"": 1}",08/11/2025 00:00,12/11/2025 00:00
USR-00143,3,"Auto, Crédito, Quiero, Automotriz, Credito",1,33.33%,"{""Auto, Crédito, Quiero, Automotriz, Credito"": 2, ""Ruido"": 1}",04/10/2025 00:00,04/10/2025 00:00
USR-00144,2,"Cancelar, Quiero, Cómo, Cancelo, Eliminar",1,50.00%,"{""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 1, ""Ruido"": 1}",09/10/2025 00:00,09/10/2025 00:00
USR-00145,5,"Cancelar, Quiero, Garantizada, Cómo, Garantía",1,0.00%,"{""Cancelar, Quiero, Garantizada, Cómo, Garantía"": 3, ""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 2}",02/09/2025 00:00,02/09/2025 00:00
USR-00146,4,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,25.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 2, ""Ruido"": 1, ""Atención, Número, Clientes, Cliente, Centro"": 1}",13/09/2025 00:00,13/09/2025 00:00
USR-00147,4,"Auto, Crédito, Quiero, Automotriz, Credito",1,0.00%,"{""Auto, Crédito, Quiero, Automotriz, Credito"": 1, ""Dinero, Pago, Puedo, Compra, Si"": 1, ""Crédito, Personal, Credito, Puedo, Quiero"": 1, ""Pesos, Mil, Meses, 000, Si"": 1}",02/09/2025 00:00,02/09/2025 00:00
USR-00148,3,"Correo, Cambiar, Electrónico, Puedo, Cambio",1,0.00%,"{""Correo, Cambiar, Electrónico, Puedo, Cambio"": 2, ""Seguro, Auto, Póliza, Puedo, Quiero"": 1}",13/10/2025 00:00,13/10/2025 00:00
USR-00149,3,"Crédito, Aparece, Puedo, Credito, Garantizada",1,33.33%,"{""Ruido"": 1, ""Crédito, Aparece, Puedo, Credito, Garantizada"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",09/08/2025 00:00,09/08/2025 00:00
USR-00150,1,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1}",10/10/2025 00:00,10/10/2025 00:00
USR-00151,3,"Dinero, Pago, Puedo, Compra, Si",1,33.33%,"{""Dinero, Pago, Puedo, Compra, Si"": 1, ""Pesos, Mil, Meses, 000, Si"": 1, ""Ruido"": 1}",26/11/2025 00:00,26/11/2025 00:00
USR-00152,1,"Aplicación, Puedo, Cómo, Actualizar, Si",1,0.00%,"{""Aplicación, Puedo, Cómo, Actualizar, Si"": 1}",23/09/2025 00:00,23/09/2025 00:00
USR-00153,3,"Crédito, Aparece, Puedo, Credito, Garantizada",1,66.67%,"{""Ruido"": 2, ""Crédito, Aparece, Puedo, Credito, Garantizada"": 1}",09/10/2025 00:00,10/10/2025 00:00
USR-00154,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",25/08/2025 00:00,25/08/2025 00:00
USR-00155,3,"Si, Puedo, Quiero, Aparece, Cómo",1,66.67%,"{""Ruido"": 2, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",18/09/2025 00:00,18/09/2025 00:00
USR-00156,1,Desconocido/Ninguno,2,100.00%,"{""Ruido"": 1}",,
USR-00157,1,"Atención, Número, Clientes, Cliente, Centro",2,0.00%,"{""Atención, Número, Clientes, Cliente, Centro"": 1}",,
USR-00158,6,"Si, Puedo, Quiero, Aparece, Cómo",1,33.33%,"{""Ruido"": 2, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Hablar, Asesor, Quiero, Ejecutivo, Puedo"": 1, ""Número, Teléfono, Numero, Puedo, Llamar"": 1, ""Hablar, Puedo, Quiero, Contacto, Alguien"": 1}",23/10/2025 00:00,21/11/2025 00:00
USR-00159,2,"Transferencia, Transferencias, Puedo, Transferir, Hacer",2,50.00%,"{""Ruido"": 1, ""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1}",17/11/2025 00:00,17/11/2025 00:00
USR-00160,1,"Débito, Deuda, Debito, Crédito, Si",1,0.00%,"{""Débito, Deuda, Debito, Crédito, Si"": 1}",28/09/2025 00:00,28/09/2025 00:00
USR-00161,5,"Dinero, Pago, Puedo, Compra, Si",1,20.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 2, ""Ruido"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Débito, Deuda, Debito, Crédito, Si"": 1}",15/11/2025 00:00,15/11/2025 00:00
USR-00162,3,"Norte, Pal, Puedo, Extranjero, Beneficios",1,0.00%,"{""Norte, Pal, Puedo, Extranjero, Beneficios"": 2, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1}",19/09/2025 00:00,19/09/2025 00:00
USR-00163,4,"Puedo, Física, Si, Cómo, Solicitar",1,25.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 2, ""Ruido"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",11/09/2025 00:00,11/09/2025 00:00
USR-00164,2,"Cómo, Abrir, Puedo, Si, Validar",1,0.00%,"{""Cómo, Abrir, Puedo, Si, Validar"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",08/09/2025 00:00,08/09/2025 00:00
USR-00165,2,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,0.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 2}",24/09/2025 00:00,24/09/2025 00:00
USR-00166,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",03/09/2025 00:00,03/09/2025 00:00
USR-00168,2,"Cancelar, Crédito, Quiero, Cómo, Credito",1,0.00%,"{""Cancelar, Crédito, Quiero, Cómo, Credito"": 2}",11/08/2025 00:00,16/08/2025 00:00
USR-00169,3,"Crédito, Credito, Solicitar, Quiero, Puedo",1,33.33%,"{""Ruido"": 1, ""Crédito, Credito, Solicitar, Quiero, Puedo"": 1, ""Crédito, Aparece, Puedo, Credito, Garantizada"": 1}",17/08/2025 00:00,17/08/2025 00:00
USR-00170,3,"Número, Teléfono, Numero, Puedo, Llamar",1,33.33%,"{""Ruido"": 1, ""Número, Teléfono, Numero, Puedo, Llamar"": 1, ""Token, Correcto, Encuentro, Cómo, Dice"": 1}",14/08/2025 00:00,14/08/2025 00:00
USR-00171,3,"Puedo, Bancos, Banregio, Independiente, Transferencia",1,66.67%,"{""Ruido"": 2, ""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1}",03/08/2025 00:00,11/08/2025 00:00
USR-00172,4,"Tiempo, Cuánto, Horario, Tarda, Días",1,75.00%,"{""Ruido"": 3, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1}",17/10/2025 00:00,17/10/2025 00:00
USR-00173,3,"Límite, Depósitos, Puedo, Cuál, Depósito",1,66.67%,"{""Ruido"": 2, ""Límite, Depósitos, Puedo, Cuál, Depósito"": 1}",05/09/2025 00:00,05/09/2025 00:00
USR-00174,2,"Atención, Número, Clientes, Cliente, Centro",1,0.00%,"{""Atención, Número, Clientes, Cliente, Centro"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",16/10/2025 00:00,16/10/2025 00:00
USR-00175,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",19/10/2025 00:00,19/10/2025 00:00
USR-00176,3,"Si, Puedo, Quiero, Aparece, Cómo",1,66.67%,"{""Ruido"": 2, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",21/09/2025 00:00,21/09/2025 00:00
USR-00177,3,"Puedo, Física, Si, Cómo, Solicitar",1,33.33%,"{""Puedo, Física, Si, Cómo, Solicitar"": 2, ""Ruido"": 1}",24/09/2025 00:00,24/09/2025 00:00
USR-00178,4,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 4}",21/10/2025 00:00,21/10/2025 00:00
USR-00179,10,"Gracias, Muchas, Bien, Momento, Ok",1,30.00%,"{""Ruido"": 3, ""Gracias, Muchas, Bien, Momento, Ok"": 3, ""Crédito, Personal, Credito, Puedo, Quiero"": 2, ""Préstamo, Personal, Quiero, Puedo, Solicitar"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",20/09/2025 00:00,20/09/2025 00:00
USR-00180,3,"Puedo, Bancos, Banregio, Independiente, Transferencia",1,33.33%,"{""Puedo, Bancos, Banregio, Independiente, Transferencia"": 2, ""Ruido"": 1}",09/10/2025 00:00,09/10/2025 00:00
USR-00181,2,"Número, Teléfono, Numero, Puedo, Llamar",2,0.00%,"{""Número, Teléfono, Numero, Puedo, Llamar"": 1, ""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1}",,
USR-00182,3,"Dinero, Pago, Puedo, Compra, Si",1,66.67%,"{""Ruido"": 2, ""Dinero, Pago, Puedo, Compra, Si"": 1}",19/11/2025 00:00,19/11/2025 00:00
USR-00183,3,"Puedo, Física, Si, Cómo, Solicitar",1,33.33%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Ruido"": 1}",25/08/2025 00:00,25/08/2025 00:00
USR-00184,2,"Puedo, Bancos, Banregio, Independiente, Transferencia",1,0.00%,"{""Puedo, Bancos, Banregio, Independiente, Transferencia"": 2}",02/10/2025 00:00,02/10/2025 00:00
USR-00185,7,"Atención, Número, Clientes, Cliente, Centro",1,28.57%,"{""Atención, Número, Clientes, Cliente, Centro"": 3, ""Ruido"": 2, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",12/07/2025 00:00,22/07/2025 00:00
USR-00186,4,"000, Enganche, Si, Mil, 100",1,50.00%,"{""000, Enganche, Si, Mil, 100"": 2, ""Ruido"": 2}",28/08/2025 00:00,13/09/2025 00:00
USR-00187,8,"Norte, Pal, Puedo, Extranjero, Beneficios",1,75.00%,"{""Ruido"": 6, ""Norte, Pal, Puedo, Extranjero, Beneficios"": 2}",08/09/2025 00:00,08/09/2025 00:00
USR-00188,3,"Oxxo, Depositar, Puedo, Hacer, Pueden",1,0.00%,"{""Oxxo, Depositar, Puedo, Hacer, Pueden"": 3}",09/09/2025 00:00,09/09/2025 00:00
USR-00189,3,"Puedo, Física, Si, Cómo, Solicitar",1,66.67%,"{""Ruido"": 2, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",08/09/2025 00:00,08/09/2025 00:00
USR-00190,2,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,0.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 2}",31/07/2025 00:00,31/07/2025 00:00
USR-00191,4,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,75.00%,"{""Ruido"": 3, ""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1}",25/09/2025 00:00,25/09/2025 00:00
USR-00192,2,"Si, Puedo, Quiero, Aparece, Cómo",1,50.00%,"{""Ruido"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",02/11/2025 00:00,02/11/2025 00:00
USR-00193,7,"Débito, Deuda, Debito, Crédito, Si",1,42.86%,"{""Ruido"": 3, ""Débito, Deuda, Debito, Crédito, Si"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Gracias, Muchas, Bien, Momento, Ok"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",30/10/2025 00:00,30/10/2025 00:00
USR-00194,3,"Dinero, Pago, Puedo, Compra, Si",1,0.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 1, ""Hablar, Puedo, Quiero, Contacto, Alguien"": 1, ""Hablar, Asesor, Quiero, Ejecutivo, Puedo"": 1}",02/08/2025 00:00,02/08/2025 00:00
USR-00195,2,"Inversión, Puedo, Cómo, Inversiones, Invertir",1,50.00%,"{""Ruido"": 1, ""Inversión, Puedo, Cómo, Inversiones, Invertir"": 1}",22/07/2025 00:00,22/07/2025 00:00
USR-00196,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",29/08/2025 00:00,29/08/2025 00:00
USR-00197,4,"Seguro, Auto, Póliza, Puedo, Quiero",1,0.00%,"{""Seguro, Auto, Póliza, Puedo, Quiero"": 3, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",18/09/2025 00:00,18/09/2025 00:00
USR-00198,3,"Crédito, Línea, Aumento, Aumentar, Linea",1,66.67%,"{""Ruido"": 2, ""Crédito, Línea, Aumento, Aumentar, Linea"": 1}",22/08/2025 00:00,22/08/2025 00:00
USR-00199,1,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1}",09/08/2025 00:00,09/08/2025 00:00
USR-00200,10,"Pesos, Mil, Meses, 000, Si",1,60.00%,"{""Ruido"": 6, ""Pesos, Mil, Meses, 000, Si"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Cómo, Abrir, Puedo, Si, Validar"": 1, ""Número, Teléfono, Numero, Puedo, Llamar"": 1}",16/08/2025 00:00,16/08/2025 00:00
USR-00201,5,"Dinero, Pago, Puedo, Compra, Si",2,0.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 2, ""Aplicación, Puedo, Cómo, Actualizar, Si"": 2, ""Número, Teléfono, Numero, Puedo, Llamar"": 1}",19/09/2025 00:00,20/09/2025 00:00
USR-00202,1,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1}",19/07/2025 00:00,19/07/2025 00:00
USR-00203,2,"Norte, Pal, Puedo, Extranjero, Beneficios",1,0.00%,"{""Norte, Pal, Puedo, Extranjero, Beneficios"": 1, ""Hablar, Asesor, Quiero, Ejecutivo, Puedo"": 1}",06/10/2025 00:00,06/10/2025 00:00
USR-00204,1,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1}",11/09/2025 00:00,11/09/2025 00:00
USR-00205,4,"Puedo, Física, Si, Cómo, Solicitar",1,50.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 2, ""Ruido"": 2}",07/08/2025 00:00,07/08/2025 00:00
USR-00206,3,"Tiempo, Cuánto, Horario, Tarda, Días",1,33.33%,"{""Ruido"": 1, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1, ""Gracias, Muchas, Bien, Momento, Ok"": 1}",12/08/2025 00:00,12/08/2025 00:00
USR-00207,4,"Pay, Apple, Verificar, Cómo, Puedo",1,25.00%,"{""Pay, Apple, Verificar, Cómo, Puedo"": 1, ""Dinero, Pago, Puedo, Compra, Si"": 1, ""Débito, Deuda, Debito, Crédito, Si"": 1, ""Ruido"": 1}",13/11/2025 00:00,13/11/2025 00:00
USR-00208,1,"Aplicación, Puedo, Cómo, Actualizar, Si",1,0.00%,"{""Aplicación, Puedo, Cómo, Actualizar, Si"": 1}",29/08/2025 00:00,29/08/2025 00:00
USR-00209,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",29/09/2025 00:00,29/09/2025 00:00
USR-00210,3,"Pesos, Mil, Meses, 000, Si",2,33.33%,"{""Pesos, Mil, Meses, 000, Si"": 1, ""Ruido"": 1, ""Dinero, Pago, Puedo, Compra, Si"": 1}",,
USR-00211,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",29/08/2025 00:00,29/08/2025 00:00
USR-00212,5,"Puedo, Física, Si, Cómo, Solicitar",1,40.00%,"{""Ruido"": 2, ""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Cancelar, Quiero, Garantizada, Cómo, Garantía"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",09/11/2025 00:00,25/11/2025 00:00
USR-00213,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",16/08/2025 00:00,16/08/2025 00:00
USR-00214,1,Desconocido/Ninguno,2,100.00%,"{""Ruido"": 1}",,
USR-00215,4,"Cancelar, Quiero, Cómo, Cancelo, Eliminar",1,25.00%,"{""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 3, ""Ruido"": 1}",11/08/2025 00:00,11/08/2025 00:00
USR-00216,3,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 3}",22/07/2025 00:00,19/08/2025 00:00
USR-00217,1,"Pay, Apple, Verificar, Cómo, Puedo",1,0.00%,"{""Pay, Apple, Verificar, Cómo, Puedo"": 1}",16/11/2025 00:00,16/11/2025 00:00
USR-00218,3,"Hablar, Asesor, Quiero, Ejecutivo, Puedo",1,66.67%,"{""Ruido"": 2, ""Hablar, Asesor, Quiero, Ejecutivo, Puedo"": 1}",15/07/2025 00:00,15/07/2025 00:00
USR-00219,2,"Dinero, Pago, Puedo, Compra, Si",1,0.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 1, ""Hablar, Puedo, Quiero, Contacto, Alguien"": 1}",13/10/2025 00:00,13/10/2025 00:00
USR-00220,3,"Hablar, Puedo, Quiero, Contacto, Alguien",1,0.00%,"{""Hablar, Puedo, Quiero, Contacto, Alguien"": 2, ""Crédito, Aparece, Puedo, Credito, Garantizada"": 1}",21/09/2025 00:00,21/09/2025 00:00
USR-00221,2,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 2}",10/09/2025 00:00,10/09/2025 00:00
USR-00222,2,"Si, Puedo, Quiero, Aparece, Cómo",1,50.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Ruido"": 1}",17/10/2025 00:00,19/10/2025 00:00
USR-00223,1,"Puedo, Bancos, Banregio, Independiente, Transferencia",1,0.00%,"{""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1}",01/09/2025 00:00,01/09/2025 00:00
USR-00224,2,"Norte, Pal, Puedo, Extranjero, Beneficios",1,50.00%,"{""Norte, Pal, Puedo, Extranjero, Beneficios"": 1, ""Ruido"": 1}",29/09/2025 00:00,29/09/2025 00:00
USR-00225,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",02/08/2025 00:00,02/08/2025 00:00
USR-00226,1,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1}",22/08/2025 00:00,22/08/2025 00:00
USR-00227,2,"Cómo, Abrir, Puedo, Si, Validar",1,0.00%,"{""Cómo, Abrir, Puedo, Si, Validar"": 1, ""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1}",24/09/2025 00:00,24/09/2025 00:00
USR-00228,4,"Puedo, Física, Si, Cómo, Solicitar",1,50.00%,"{""Ruido"": 2, ""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Virtual, Puedo, Cambiar, Cómo, Si"": 1}",02/11/2025 00:00,03/11/2025 00:00
USR-00229,1,"Cómo, Abrir, Puedo, Si, Validar",1,0.00%,"{""Cómo, Abrir, Puedo, Si, Validar"": 1}",05/11/2025 00:00,05/11/2025 00:00
USR-00230,1,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1}",13/08/2025 00:00,13/08/2025 00:00
USR-00231,9,"Aplicación, Puedo, Cómo, Actualizar, Si",1,33.33%,"{""Aplicación, Puedo, Cómo, Actualizar, Si"": 3, ""Ruido"": 3, ""Puedo, Bancos, Banregio, Independiente, Transferencia"": 2, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1}",15/10/2025 00:00,18/10/2025 00:00
USR-00232,2,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Atención, Número, Clientes, Cliente, Centro"": 1}",31/10/2025 00:00,31/10/2025 00:00
USR-00233,3,"Crédito, Credito, Solicitar, Quiero, Puedo",1,33.33%,"{""Crédito, Credito, Solicitar, Quiero, Puedo"": 1, ""Ruido"": 1, ""Número, Teléfono, Numero, Puedo, Llamar"": 1}",23/07/2025 00:00,05/09/2025 00:00
USR-00234,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",15/09/2025 00:00,15/09/2025 00:00
USR-00235,3,"Crédito, Personal, Credito, Puedo, Quiero",1,66.67%,"{""Ruido"": 2, ""Crédito, Personal, Credito, Puedo, Quiero"": 1}",25/09/2025 00:00,25/09/2025 00:00
USR-00236,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",28/07/2025 00:00,28/07/2025 00:00
USR-00237,2,"Débito, Deuda, Debito, Crédito, Si",1,50.00%,"{""Ruido"": 1, ""Débito, Deuda, Debito, Crédito, Si"": 1}",05/08/2025 00:00,05/08/2025 00:00
USR-00238,2,"Token, Correcto, Encuentro, Cómo, Dice",1,50.00%,"{""Token, Correcto, Encuentro, Cómo, Dice"": 1, ""Ruido"": 1}",10/10/2025 00:00,10/10/2025 00:00
USR-00239,2,"Puedo, Física, Si, Cómo, Solicitar",1,50.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Ruido"": 1}",19/09/2025 00:00,27/09/2025 00:00
USR-00240,5,"Norte, Pal, Puedo, Extranjero, Beneficios",1,20.00%,"{""Norte, Pal, Puedo, Extranjero, Beneficios"": 3, ""Número, Teléfono, Numero, Puedo, Llamar"": 1, ""Ruido"": 1}",29/09/2025 00:00,29/09/2025 00:00
USR-00241,1,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1}",04/08/2025 00:00,04/08/2025 00:00
USR-00242,3,"Si, Puedo, Quiero, Aparece, Cómo",1,33.33%,"{""Ruido"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Número, Teléfono, Numero, Puedo, Llamar"": 1}",07/10/2025 00:00,07/10/2025 00:00
USR-00243,3,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 2, ""Dinero, Pago, Puedo, Compra, Si"": 1}",09/09/2025 00:00,09/09/2025 00:00
USR-00244,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",23/08/2025 00:00,23/08/2025 00:00
USR-00245,1,"Movimiento, Movimientos, Reconozco, Reconocido, Reportar",1,0.00%,"{""Movimiento, Movimientos, Reconozco, Reconocido, Reportar"": 1}",24/10/2025 00:00,24/10/2025 00:00
USR-00246,2,"Si, Puedo, Quiero, Aparece, Cómo",1,50.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Ruido"": 1}",12/09/2025 00:00,12/09/2025 00:00
USR-00247,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",02/11/2025 00:00,02/11/2025 00:00
USR-00248,3,"Inversión, Puedo, Cómo, Inversiones, Invertir",1,33.33%,"{""Inversión, Puedo, Cómo, Inversiones, Invertir"": 1, ""Pesos, Mil, Meses, 000, Si"": 1, ""Ruido"": 1}",03/08/2025 00:00,03/08/2025 00:00
USR-00249,2,"Pay, Apple, Verificar, Cómo, Puedo",1,50.00%,"{""Ruido"": 1, ""Pay, Apple, Verificar, Cómo, Puedo"": 1}",26/10/2025 00:00,09/11/2025 00:00
USR-00250,3,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Virtual, Puedo, Cambiar, Cómo, Si"": 1, ""Hablar, Puedo, Quiero, Contacto, Alguien"": 1}",16/10/2025 00:00,16/10/2025 00:00
USR-00251,2,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 2}",01/10/2025 00:00,01/10/2025 00:00
USR-00252,11,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,18.18%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 4, ""Ruido"": 2, ""Límite, Depósitos, Puedo, Cuál, Depósito"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Pesos, Mil, Meses, 000, Si"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Gracias, Muchas, Bien, Momento, Ok"": 1}",18/07/2025 00:00,02/08/2025 00:00
USR-00253,3,"Meses, 000, Enganche, 60, 36",1,33.33%,"{""Ruido"": 1, ""Meses, 000, Enganche, 60, 36"": 1, ""Crédito, Personal, Credito, Puedo, Quiero"": 1}",23/07/2025 00:00,23/07/2025 00:00
USR-00254,8,"Norte, Pal, Puedo, Extranjero, Beneficios",1,25.00%,"{""Norte, Pal, Puedo, Extranjero, Beneficios"": 2, ""Ruido"": 2, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1, ""Virtual, Puedo, Cambiar, Cómo, Si"": 1, ""Cómo, Abrir, Puedo, Si, Validar"": 1, ""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1}",03/11/2025 00:00,13/11/2025 00:00
USR-00255,1,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1}",26/10/2025 00:00,26/10/2025 00:00
USR-00256,3,"Puedo, Física, Si, Cómo, Solicitar",2,66.67%,"{""Ruido"": 2, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",,
USR-00257,5,"Dinero, Pago, Puedo, Compra, Si",1,40.00%,"{""Ruido"": 2, ""Dinero, Pago, Puedo, Compra, Si"": 1, ""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",13/10/2025 00:00,14/10/2025 00:00
