user_id,nodos_financieros,nodos_conversacionales,tags_personalidad,perfil_final_tda,necesidad_principal
USR-00102,"['cube215_cluster2', 'cube216_cluster0', 'cube232_cluster2', 'cube233_cluster2']",['cube16_cluster58'],"['Perfil Internacional / Global User', 'Usuario de Movilidad Urbana (Apps/Transporte)', 'Usuario en Riesgo de Abandono (Inactivo)']",Especialista: Perfil Internacional / Global User + Perfil de Ocio y Entretenimiento,"Hablar, Asesor, Quiero, Ejecutivo, Puedo"
USR-00103,['cube82_cluster0'],"['cube8_cluster9', 'cube9_cluster11']",['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Cargo, Reportar, Reconocido, Cómo, Reporte"
USR-00104,"['cube82_cluster1', 'cube83_cluster0', 'cube102_cluster0', 'cube103_cluster0']","['cube25_cluster134', 'cube33_cluster52']","['Viajero Frecuente', 'Usuario Estándar', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: promedio_salud + Viajero Frecuente,"Dinero, Pago, Puedo, Compra, Si"
USR-00105,"['cube159_cluster2', 'cube178_cluster1']","['cube24_cluster14', 'cube25_cluster78', 'cube32_cluster60', 'cube33_cluster13']",['Perfil Foodie (Gasto en Restaurantes)'],Especialista: Perfil Foodie (Gasto en Restaurantes) + frecuencia_servicios_digitales,Desconocido/Ninguno
USR-00106,"['cube104_cluster1', 'cube105_cluster0']",['cube46_cluster6'],['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + Perfil Internacional / Global User,"Pay, Apple, Verificar, Cómo, Puedo"
USR-00107,"['cube241_cluster2', 'cube242_cluster2']","['cube25_cluster111', 'cube26_cluster61']",['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + frecuencia_servicios_digitales,"Dinero, Pago, Puedo, Compra, Si"
USR-00108,"['cube279_cluster2', 'cube280_cluster0', 'cube291_cluster0', 'cube292_cluster0']","['cube24_cluster17', 'cube32_cluster15']","['Entusiasta de la Marca (Hey Fan Shop)', 'Perfil Foodie (Gasto en Restaurantes)']",Especialista: Perfil Foodie (Gasto en Restaurantes) + frecuencia_servicios_digitales,Desconocido/Ninguno
USR-00109,['cube193_cluster0'],['cube25_cluster107'],['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + frecuencia_retiro_cajero,"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-00110,"['cube7_cluster2', 'cube8_cluster1', 'cube17_cluster0', 'cube18_cluster0']",['cube33_cluster18'],"['Usuario en Riesgo de Abandono (Inactivo)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Usuario Tradicional (Uso de Efectivo) + Usuario en Riesgo de Abandono (Inactivo),Desconocido/Ninguno
USR-00111,"['cube93_cluster0', 'cube94_cluster1', 'cube110_cluster0', 'cube111_cluster0']","['cube28_cluster41', 'cube29_cluster34']",['Responsable del Hogar (Gasto Elevado)'],Especialista: Responsable del Hogar (Gasto Elevado) + promedio_transporte,"Cancelar, Quiero, Garantizada, Cómo, Garantía"
USR-00112,"['cube141_cluster1', 'cube142_cluster1', 'cube160_cluster1', 'cube161_cluster0']","['cube14_cluster78', 'cube15_cluster89']",['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,Desconocido/Ninguno
USR-00113,['cube78_cluster0'],"['cube25_cluster32', 'cube33_cluster63']",['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + frecuencia_retiro_cajero,Desconocido/Ninguno
USR-00114,"['cube204_cluster0', 'cube205_cluster1']","['cube27_cluster12', 'cube35_cluster6']",['Viajero Frecuente'],Especialista: Viajero Frecuente + Inversor en Educación,"Movimiento, Movimientos, Reconozco, Reconocido, Reportar"
USR-00115,"['cube132_cluster0', 'cube133_cluster1']",['cube29_cluster14'],"['Usuario de Movilidad Urbana (Apps/Transporte)', 'Perfil Internacional / Global User']",Especialista: Perfil Internacional / Global User + Perfil de Alerta (Comportamiento Inusual),"Si, Puedo, Quiero, Aparece, Cómo"
USR-00116,"['cube258_cluster0', 'cube259_cluster0', 'cube270_cluster0', 'cube271_cluster1']","['cube24_cluster40', 'cube25_cluster140']","['Viajero Frecuente', 'Responsable del Hogar (Gasto Elevado)']",Especialista: Viajero Frecuente + frecuencia_salud,"Puedo, Física, Si, Cómo, Solicitar"
USR-00117,"['cube233_cluster0', 'cube248_cluster0']",['cube18_cluster18'],['Usuario Estándar'],Especialista: frecuencia_servicios_digitales + Perfil de Ocio y Entretenimiento,"Si, Puedo, Quiero, Aparece, Cómo"
USR-00118,['cube125_cluster0'],['cube29_cluster22'],['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + frecuencia_servicios_digitales,"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-00119,['cube78_cluster0'],['cube7_cluster43'],['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + frecuencia_retiro_cajero,"Si, Puedo, Quiero, Aparece, Cómo"
USR-00120,"['cube93_cluster0', 'cube94_cluster1', 'cube110_cluster2', 'cube111_cluster2']","['cube17_cluster76', 'cube18_cluster15', 'cube26_cluster41', 'cube27_cluster59']",['Responsable del Hogar (Gasto Elevado)'],Especialista: Responsable del Hogar (Gasto Elevado) + Perfil Familiar (Gastos de Casa),"Si, Puedo, Quiero, Aparece, Cómo"
USR-00121,"['cube189_cluster0', 'cube202_cluster0']","['cube34_cluster22', 'cube35_cluster16']","['Usuario de Movilidad Urbana (Apps/Transporte)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Usuario de Movilidad Urbana (Apps/Transporte) + Cliente de Nómina (Alta Fidelidad),"Pay, Apple, Verificar, Cómo, Puedo"
USR-00122,['cube194_cluster2'],"['cube33_cluster25', 'cube34_cluster1']",['Perfil de Ocio y Entretenimiento'],Especialista: Perfil de Ocio y Entretenimiento + frecuencia_servicios_digitales,"Cancelar, Quiero, Cómo, Cancelo, Eliminar"
USR-00123,['cube171_cluster2'],"['cube33_cluster106', 'cube40_cluster11']",['Perfil de Ocio y Entretenimiento'],Especialista: Perfil de Ocio y Entretenimiento + frecuencia_servicios_digitales,"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-00124,['cube191_cluster2'],['cube26_cluster26'],['Usuario en Riesgo de Abandono (Inactivo)'],Especialista: Usuario en Riesgo de Abandono (Inactivo) + Usuario Mobile-First (Ecosistema Huawei),"Puedo, Física, Si, Cómo, Solicitar"
USR-00125,"['cube67_cluster2', 'cube68_cluster2', 'cube86_cluster1', 'cube87_cluster0']","['cube38_cluster5', 'cube39_cluster10', 'cube43_cluster0', 'cube44_cluster0']","['Usuario Estándar', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,Desconocido/Ninguno
USR-00126,['cube193_cluster0'],"['cube15_cluster2', 'cube24_cluster51']",['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + frecuencia_retiro_cajero,"Puedo, Física, Si, Cómo, Solicitar"
USR-00127,['cube290_cluster0'],['cube26_cluster66'],['Usuario Estándar'],Especialista: frecuencia_salud + promedio_salud,"Puedo, Física, Si, Cómo, Solicitar"
USR-00128,['cube194_cluster2'],"['cube15_cluster25', 'cube24_cluster26']",['Perfil de Ocio y Entretenimiento'],Especialista: Perfil de Ocio y Entretenimiento + frecuencia_servicios_digitales,"Puedo, Física, Si, Cómo, Solicitar"
USR-00129,"['cube249_cluster0', 'cube250_cluster0']","['cube8_cluster5', 'cube16_cluster18']","['Perfil de Ocio y Entretenimiento', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Perfil de Ocio y Entretenimiento + Tech-Savvy,"Si, Puedo, Quiero, Aparece, Cómo"
USR-00130,"['cube77_cluster0', 'cube78_cluster2']","['cube8_cluster19', 'cube9_cluster1']","['Viajero Frecuente', 'Inversor en Educación']",Especialista: Inversor en Educación + Estudiante o Profesional en Formación,Desconocido/Ninguno
USR-00131,"['cube204_cluster0', 'cube205_cluster1']","['cube28_cluster44', 'cube36_cluster11']",['Viajero Frecuente'],Especialista: Viajero Frecuente + Inversor en Educación,"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-00132,"['cube29_cluster0', 'cube30_cluster2', 'cube45_cluster0', 'cube46_cluster1']","['cube5_cluster4', 'cube6_cluster0', 'cube13_cluster2', 'cube14_cluster80']","['Cliente de Nómina (Alta Fidelidad)', 'Perfil Internacional / Global User']",Especialista: Perfil Internacional / Global User + Cliente de Nómina (Alta Fidelidad),"Crédito, Personal, Credito, Puedo, Quiero"
USR-00133,"['cube134_cluster2', 'cube135_cluster0']","['cube33_cluster27', 'cube34_cluster24']","['Cliente de Nómina (Alta Fidelidad)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Cliente de Nómina (Alta Fidelidad) + Usuario de Movilidad Urbana (Apps/Transporte),Desconocido/Ninguno
USR-00134,['cube34_cluster2'],"['cube24_cluster20', 'cube25_cluster89']",['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + frecuencia_salud,Desconocido/Ninguno
USR-00135,"['cube139_cluster0', 'cube140_cluster2']","['cube6_cluster48', 'cube14_cluster7']","['Usuario Estándar', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Meses, 000, Enganche, 60, 36"
USR-00136,"['cube67_cluster2', 'cube86_cluster1']","['cube26_cluster93', 'cube27_cluster97', 'cube34_cluster59', 'cube35_cluster2']",['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Puedo, Física, Si, Cómo, Solicitar"
USR-00137,"['cube103_cluster1', 'cube104_cluster0', 'cube118_cluster0', 'cube119_cluster0']","['cube25_cluster9', 'cube26_cluster164']","['Usuario Estándar', 'Usuario en Riesgo de Abandono (Inactivo)', 'Usuario Tradicional (Uso de Efectivo)']",Tendencia: preferencia_canal_app_android + Viajero de Alto Valor (Premium),"Cargo, Reportar, Reconocido, Cómo, Reporte"
USR-00138,"['cube141_cluster1', 'cube142_cluster1', 'cube160_cluster1', 'cube161_cluster0']",['cube15_cluster89'],['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Si, Puedo, Quiero, Aparece, Cómo"
USR-00139,"['cube31_cluster2', 'cube48_cluster1']","['cube41_cluster14', 'cube42_cluster0']",['Estudiante o Profesional en Formación'],Especialista: Estudiante o Profesional en Formación + promedio_salud,"Si, Puedo, Quiero, Aparece, Cómo"
USR-00140,"['cube132_cluster0', 'cube133_cluster2']","['cube15_cluster7', 'cube16_cluster37', 'cube24_cluster42', 'cube25_cluster124']","['Perfil Internacional / Global User', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Perfil Internacional / Global User + Perfil de Alerta (Comportamiento Inusual),"Si, Puedo, Quiero, Aparece, Cómo"
USR-00141,"['cube141_cluster2', 'cube160_cluster0']",['cube26_cluster34'],['Usuario en Riesgo de Abandono (Inactivo)'],Especialista: Usuario en Riesgo de Abandono (Inactivo) + Perfil Internacional / Global User,"Puedo, Física, Si, Cómo, Solicitar"
USR-00142,['cube167_cluster0'],"['cube15_cluster7', 'cube24_cluster3']",['Usuario en Riesgo de Abandono (Inactivo)'],Especialista: Usuario en Riesgo de Abandono (Inactivo) + Perfil de Alerta (Comportamiento Inusual),"Puedo, Física, Si, Cómo, Solicitar"
USR-00143,"['cube116_cluster1', 'cube117_cluster1', 'cube134_cluster0', 'cube135_cluster0']",['cube14_cluster47'],"['Usuario en Riesgo de Abandono (Inactivo)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Usuario Tradicional (Uso de Efectivo) + frecuencia_retiro_cajero,"Auto, Crédito, Quiero, Automotriz, Credito"
USR-00144,['cube260_cluster1'],"['cube16_cluster100', 'cube17_cluster70', 'cube25_cluster115', 'cube26_cluster155']",['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + Usuario Tradicional (Uso de Efectivo),"Cancelar, Quiero, Cómo, Cancelo, Eliminar"
USR-00145,"['cube79_cluster0', 'cube80_cluster0', 'cube99_cluster0', 'cube100_cluster1']","['cube28_cluster39', 'cube29_cluster9']","['Usuario Estándar', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: patron_uso_atipico + Inversor en Educación,"Cancelar, Quiero, Garantizada, Cómo, Garantía"
USR-00146,"['cube286_cluster2', 'cube287_cluster2']","['cube32_cluster50', 'cube33_cluster10']","['Viajero Frecuente', 'Perfil Internacional / Global User']",Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-00147,['cube65_cluster2'],"['cube6_cluster30', 'cube7_cluster17']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Auto, Crédito, Quiero, Automotriz, Credito"
USR-00148,['cube43_cluster0'],"['cube16_cluster32', 'cube17_cluster28', 'cube25_cluster25', 'cube26_cluster87']",['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + Perfil Internacional / Global User,"Correo, Cambiar, Electrónico, Puedo, Cambio"
USR-00149,['cube165_cluster1'],"['cube26_cluster10', 'cube27_cluster31']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario en Riesgo de Abandono (Inactivo),"Crédito, Aparece, Puedo, Credito, Garantizada"
USR-00150,"['cube239_cluster1', 'cube254_cluster2']","['cube8_cluster17', 'cube16_cluster56']","['Perfil Tech-Savvy (Adoptador de Tecnología)', 'Usuario Estándar']",Especialista: promedio_transporte + Responsable del Hogar (Gasto Elevado),"Si, Puedo, Quiero, Aparece, Cómo"
USR-00151,"['cube31_cluster1', 'cube48_cluster0']","['cube24_cluster14', 'cube25_cluster78']","['Cliente de Nómina (Alta Fidelidad)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Cliente de Nómina (Alta Fidelidad) + Usuario de Movilidad Urbana (Apps/Transporte),"Dinero, Pago, Puedo, Compra, Si"
USR-00152,['cube230_cluster0'],"['cube16_cluster7', 'cube17_cluster43', 'cube25_cluster5', 'cube26_cluster40']",['Responsable del Hogar (Gasto Elevado)'],Especialista: Responsable del Hogar (Gasto Elevado) + promedio_transporte,"Aplicación, Puedo, Cómo, Actualizar, Si"
USR-00153,"['cube29_cluster0', 'cube30_cluster0', 'cube45_cluster2', 'cube46_cluster0']","['cube26_cluster69', 'cube27_cluster38']","['Perfil Internacional / Global User', 'Usuario en Riesgo de Abandono (Inactivo)']",Especialista: Usuario en Riesgo de Abandono (Inactivo) + frecuencia_retiro_cajero,"Crédito, Aparece, Puedo, Credito, Garantizada"
USR-00154,"['cube39_cluster0', 'cube40_cluster0', 'cube54_cluster0', 'cube55_cluster0']",['cube3_cluster25'],['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + frecuencia_retiro_cajero,Desconocido/Ninguno
USR-00155,"['cube45_cluster1', 'cube60_cluster1']","['cube13_cluster4', 'cube14_cluster27', 'cube22_cluster8', 'cube23_cluster13']",['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Si, Puedo, Quiero, Aparece, Cómo"
USR-00156,['cube82_cluster0'],"['cube6_cluster17', 'cube7_cluster26']",['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,Desconocido/Ninguno
USR-00157,"['cube132_cluster0', 'cube133_cluster2']",['cube23_cluster3'],"['Perfil Internacional / Global User', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Perfil Internacional / Global User + Perfil de Alerta (Comportamiento Inusual),"Atención, Número, Clientes, Cliente, Centro"
USR-00158,"['cube112_cluster1', 'cube113_cluster1', 'cube128_cluster2', 'cube129_cluster2']","['cube25_cluster61', 'cube26_cluster100']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Perfil Internacional / Global User,"Si, Puedo, Quiero, Aparece, Cómo"
USR-00159,"['cube281_cluster0', 'cube282_cluster0']","['cube32_cluster33', 'cube33_cluster34']",['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-00160,"['cube157_cluster0', 'cube158_cluster1']","['cube26_cluster109', 'cube34_cluster44']","['Usuario Estándar', 'Perfil Internacional / Global User']",Especialista: frecuencia_servicios_digitales + Perfil Foodie (Gasto en Restaurantes),"Débito, Deuda, Debito, Crédito, Si"
USR-00161,"['cube210_cluster2', 'cube211_cluster1', 'cube226_cluster0', 'cube227_cluster0']",['cube25_cluster71'],['Usuario en Riesgo de Abandono (Inactivo)'],Especialista: Usuario en Riesgo de Abandono (Inactivo) + Entusiasta de la Marca (Hey Fan Shop),"Dinero, Pago, Puedo, Compra, Si"
USR-00162,"['cube156_cluster0', 'cube157_cluster1', 'cube175_cluster1', 'cube176_cluster0']","['cube38_cluster5', 'cube39_cluster10', 'cube43_cluster0', 'cube44_cluster0']","['Cliente de Nómina (Alta Fidelidad)', 'Perfil Internacional / Global User', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Norte, Pal, Puedo, Extranjero, Beneficios"
USR-00163,"['cube244_cluster1', 'cube245_cluster1']","['cube17_cluster22', 'cube18_cluster52']",['Inversor en Educación'],Especialista: Inversor en Educación + Estudiante o Profesional en Formación,"Puedo, Física, Si, Cómo, Solicitar"
USR-00164,['cube29_cluster1'],"['cube17_cluster57', 'cube18_cluster21', 'cube26_cluster105', 'cube27_cluster7']",['Responsable del Hogar (Gasto Elevado)'],Especialista: Responsable del Hogar (Gasto Elevado) + Perfil Familiar (Gastos de Casa),"Cómo, Abrir, Puedo, Si, Validar"
USR-00165,"['cube82_cluster1', 'cube83_cluster0', 'cube102_cluster0', 'cube103_cluster0']",['cube33_cluster14'],"['Viajero Frecuente', 'Usuario Estándar', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: promedio_salud + Viajero Frecuente,"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-00166,"['cube178_cluster0', 'cube193_cluster1']","['cube6_cluster48', 'cube14_cluster7']","['Inversor en Educación', 'Perfil Internacional / Global User']",Especialista: Inversor en Educación + Estudiante o Profesional en Formación,Desconocido/Ninguno
USR-00167,"['cube192_cluster0', 'cube193_cluster2']","['cube2_cluster1', 'cube3_cluster23']",['Usuario Estándar'],Especialista: frecuencia_servicios_digitales + Perfil Foodie (Gasto en Restaurantes),
USR-00168,"['cube77_cluster2', 'cube78_cluster2']","['cube28_cluster34', 'cube29_cluster23']","['Cliente de Nómina (Alta Fidelidad)', 'Inversor en Educación']",Especialista: Cliente de Nómina (Alta Fidelidad) + Usuario de Movilidad Urbana (Apps/Transporte),"Cancelar, Crédito, Quiero, Cómo, Credito"
USR-00169,['cube132_cluster2'],['cube27_cluster39'],['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Crédito, Credito, Solicitar, Quiero, Puedo"
